Date,Time,Weather,Temp,Rain,Cloud,Pressure,Wind,Gust
8/24/2016,18:00,Sunny,30 °c,"0.0
mm",7%,1002 mb,4 km/h,8 km/h
8/24/2016,21:00,Clear,28 °c,"0.0
mm",13%,1005 mb,8 km/h,16 km/h
8/25/2016,0:00,Clear,27 °c,"0.0
mm",19%,1005 mb,5 km/h,11 km/h
8/25/2016,3:00,Clear,26 °c,"0.0
mm",17%,1004 mb,3 km/h,6 km/h
8/25/2016,6:00,Sunny,28 °c,"0.0
mm",19%,1006 mb,4 km/h,5 km/h
8/25/2016,9:00,Sunny,33 °c,"0.0
mm",23%,1006 mb,9 km/h,10 km/h
8/25/2016,12:00,Partly cloudy,35 °c,"0.0
mm",36%,1005 mb,8 km/h,12 km/h
8/25/2016,15:00,Partly cloudy,35 °c,"0.0
mm",45%,1003 mb,4 km/h,9 km/h
8/25/2016,18:00,Partly cloudy,31 °c,"0.0
mm",46%,1004 mb,1 km/h,3 km/h
8/25/2016,21:00,Partly cloudy,28 °c,"0.0
mm",37%,1006 mb,8 km/h,17 km/h
8/26/2016,0:00,Partly cloudy,27 °c,"0.0
mm",26%,1006 mb,7 km/h,15 km/h
8/26/2016,3:00,Partly cloudy,28 °c,"0.0
mm",37%,1005 mb,5 km/h,10 km/h
8/26/2016,6:00,Partly cloudy,28 °c,"0.0
mm",38%,1006 mb,1 km/h,1 km/h
8/26/2016,9:00,Partly cloudy,32 °c,"0.0
mm",27%,1006 mb,6 km/h,7 km/h
8/26/2016,12:00,Sunny,36 °c,"0.0
mm",20%,1004 mb,7 km/h,8 km/h
8/26/2016,15:00,Sunny,37 °c,"0.0
mm",16%,1004 mb,4 km/h,8 km/h
8/26/2016,18:00,Sunny,31 °c,"0.0
mm",15%,1005 mb,7 km/h,15 km/h
8/26/2016,21:00,Moderate or heavy rain shower,28 °c,"2.5
mm",83%,1007 mb,9 km/h,18 km/h
8/27/2016,0:00,Patchy rain possible,27 °c,"0.2
mm",75%,1008 mb,5 km/h,15 km/h
8/27/2016,3:00,Patchy rain possible,27 °c,"0.4
mm",89%,1007 mb,1 km/h,7 km/h
8/27/2016,6:00,Moderate or heavy rain shower,27 °c,"2.3
mm",72%,1008 mb,5 km/h,7 km/h
8/27/2016,9:00,Moderate rain at times,28 °c,"0.7
mm",79%,1009 mb,9 km/h,14 km/h
8/27/2016,12:00,Moderate rain at times,29 °c,"0.6
mm",85%,1007 mb,10 km/h,19 km/h
8/27/2016,15:00,Patchy rain possible,34 °c,"0.3
mm",81%,1006 mb,9 km/h,22 km/h
8/27/2016,18:00,Moderate or heavy rain shower,29 °c,"1.7
mm",71%,1006 mb,6 km/h,13 km/h
8/27/2016,21:00,Moderate or heavy rain shower,28 °c,"1.8
mm",78%,1009 mb,7 km/h,15 km/h
8/28/2016,0:00,Moderate or heavy rain shower,27 °c,"2.1
mm",100%,1009 mb,8 km/h,16 km/h
8/28/2016,3:00,Patchy rain possible,26 °c,"0.1
mm",73%,1008 mb,7 km/h,13 km/h
8/28/2016,6:00,Partly cloudy,27 °c,"0.0
mm",47%,1009 mb,7 km/h,10 km/h
8/28/2016,9:00,Partly cloudy,29 °c,"0.0
mm",39%,1009 mb,11 km/h,19 km/h
8/28/2016,12:00,Partly cloudy,32 °c,"0.0
mm",35%,1008 mb,11 km/h,24 km/h
8/28/2016,15:00,Partly cloudy,31 °c,"0.0
mm",29%,1007 mb,10 km/h,20 km/h
8/28/2016,18:00,Partly cloudy,28 °c,"0.0
mm",26%,1007 mb,4 km/h,9 km/h
8/28/2016,21:00,Partly cloudy,26 °c,"0.0
mm",49%,1009 mb,3 km/h,7 km/h
8/29/2016,0:00,Partly cloudy,25 °c,"0.0
mm",43%,1009 mb,5 km/h,11 km/h
8/29/2016,3:00,Partly cloudy,25 °c,"0.0
mm",46%,1008 mb,5 km/h,9 km/h
8/29/2016,6:00,Partly cloudy,26 °c,"0.0
mm",43%,1009 mb,7 km/h,10 km/h
8/29/2016,9:00,Partly cloudy,30 °c,"0.0
mm",46%,1009 mb,9 km/h,15 km/h
8/29/2016,12:00,Partly cloudy,31 °c,"0.0
mm",56%,1007 mb,9 km/h,16 km/h
8/29/2016,15:00,Partly cloudy,30 °c,"0.0
mm",45%,1006 mb,8 km/h,11 km/h
8/29/2016,18:00,Partly cloudy,27 °c,"0.0
mm",34%,1006 mb,8 km/h,11 km/h
8/29/2016,21:00,Partly cloudy,25 °c,"0.0
mm",44%,1008 mb,9 km/h,17 km/h
8/30/2016,0:00,Partly cloudy,25 °c,"0.0
mm",46%,1009 mb,5 km/h,10 km/h
8/30/2016,3:00,Partly cloudy,24 °c,"0.0
mm",46%,1008 mb,2 km/h,4 km/h
8/30/2016,6:00,Partly cloudy,26 °c,"0.0
mm",40%,1009 mb,3 km/h,4 km/h
8/30/2016,9:00,Partly cloudy,30 °c,"0.0
mm",31%,1008 mb,3 km/h,8 km/h
8/30/2016,12:00,Cloudy,31 °c,"0.0
mm",75%,1006 mb,4 km/h,11 km/h
8/30/2016,15:00,Partly cloudy,30 °c,"0.0
mm",30%,1006 mb,6 km/h,9 km/h
8/30/2016,18:00,Partly cloudy,27 °c,"0.0
mm",30%,1005 mb,9 km/h,18 km/h
8/30/2016,21:00,Clear,26 °c,"0.0
mm",20%,1008 mb,9 km/h,16 km/h
8/31/2016,0:00,Partly cloudy,25 °c,"0.0
mm",48%,1008 mb,9 km/h,15 km/h
8/31/2016,3:00,Clear,27 °c,"0.0
mm",21%,1006 mb,8 km/h,14 km/h
8/31/2016,6:00,Sunny,27 °c,"0.0
mm",22%,1007 mb,7 km/h,12 km/h
8/31/2016,9:00,Sunny,30 °c,"0.0
mm",24%,1006 mb,5 km/h,9 km/h
8/31/2016,12:00,Partly cloudy,33 °c,"0.0
mm",28%,1004 mb,2 km/h,26 km/h
8/31/2016,15:00,Patchy rain possible,34 °c,"0.2
mm",87%,1002 mb,9 km/h,28 km/h
8/31/2016,18:00,Sunny,29 °c,"0.0
mm",18%,1001 mb,12 km/h,24 km/h
8/31/2016,21:00,Clear,28 °c,"0.0
mm",18%,1002 mb,11 km/h,22 km/h
9/1/2016,0:00,Clear,28 °c,"0.0
mm",18%,1002 mb,10 km/h,19 km/h
9/1/2016,3:00,Clear,28 °c,"0.0
mm",18%,1002 mb,8 km/h,15 km/h
9/1/2016,6:00,Sunny,28 °c,"0.0
mm",19%,1003 mb,5 km/h,6 km/h
9/1/2016,9:00,Sunny,32 °c,"0.0
mm",16%,1003 mb,6 km/h,12 km/h
9/1/2016,12:00,Sunny,35 °c,"0.0
mm",14%,1000 mb,8 km/h,22 km/h
9/1/2016,15:00,Sunny,35 °c,"0.0
mm",17%,999 mb,6 km/h,19 km/h
9/1/2016,18:00,Cloudy,29 °c,"0.0
mm",77%,1000 mb,10 km/h,22 km/h
9/1/2016,21:00,Partly cloudy,28 °c,"0.0
mm",34%,1003 mb,8 km/h,15 km/h
9/2/2016,0:00,Moderate or heavy rain shower,27 °c,"3.1
mm",60%,1003 mb,8 km/h,15 km/h
9/2/2016,3:00,Moderate rain at times,26 °c,"0.9
mm",68%,1003 mb,8 km/h,14 km/h
9/2/2016,6:00,Moderate rain at times,26 °c,"0.7
mm",67%,1003 mb,11 km/h,14 km/h
9/2/2016,9:00,Patchy rain possible,28 °c,"0.2
mm",67%,1004 mb,10 km/h,13 km/h
9/2/2016,12:00,Partly cloudy,31 °c,"0.0
mm",47%,1002 mb,4 km/h,10 km/h
9/2/2016,15:00,Partly cloudy,32 °c,"0.0
mm",29%,1001 mb,3 km/h,8 km/h
9/2/2016,18:00,Partly cloudy,29 °c,"0.0
mm",26%,1002 mb,5 km/h,10 km/h
9/2/2016,21:00,Partly cloudy,27 °c,"0.0
mm",29%,1004 mb,7 km/h,15 km/h
9/3/2016,0:00,Partly cloudy,26 °c,"0.0
mm",44%,1003 mb,3 km/h,6 km/h
9/3/2016,3:00,Patchy rain possible,26 °c,"0.1
mm",80%,1003 mb,3 km/h,7 km/h
9/3/2016,6:00,Partly cloudy,27 °c,"0.0
mm",46%,1004 mb,3 km/h,3 km/h
9/3/2016,9:00,Partly cloudy,30 °c,"0.0
mm",44%,1005 mb,3 km/h,8 km/h
9/3/2016,12:00,Partly cloudy,33 °c,"0.0
mm",52%,1003 mb,6 km/h,7 km/h
9/3/2016,15:00,Partly cloudy,33 °c,"0.0
mm",49%,1003 mb,5 km/h,9 km/h
9/3/2016,18:00,Partly cloudy,28 °c,"0.0
mm",39%,1003 mb,7 km/h,14 km/h
9/3/2016,21:00,Partly cloudy,27 °c,"0.0
mm",26%,1005 mb,6 km/h,13 km/h
9/4/2016,0:00,Partly cloudy,26 °c,"0.0
mm",37%,1005 mb,2 km/h,5 km/h
9/4/2016,3:00,Partly cloudy,26 °c,"0.0
mm",43%,1005 mb,2 km/h,4 km/h
9/4/2016,6:00,Partly cloudy,27 °c,"0.0
mm",42%,1006 mb,1 km/h,1 km/h
9/4/2016,9:00,Partly cloudy,31 °c,"0.0
mm",33%,1006 mb,5 km/h,9 km/h
9/4/2016,12:00,Patchy rain possible,34 °c,"0.1
mm",70%,1005 mb,6 km/h,11 km/h
9/4/2016,15:00,Partly cloudy,34 °c,"0.0
mm",28%,1004 mb,3 km/h,13 km/h
9/4/2016,18:00,Patchy rain possible,29 °c,"0.2
mm",87%,1005 mb,3 km/h,19 km/h
9/4/2016,21:00,Clear,28 °c,"0.0
mm",17%,1007 mb,5 km/h,17 km/h
9/5/2016,0:00,Clear,27 °c,"0.0
mm",19%,1007 mb,3 km/h,7 km/h
9/5/2016,3:00,Partly cloudy,27 °c,"0.0
mm",30%,1006 mb,4 km/h,9 km/h
9/5/2016,6:00,Sunny,28 °c,"0.0
mm",22%,1007 mb,6 km/h,9 km/h
9/5/2016,9:00,Sunny,31 °c,"0.0
mm",16%,1007 mb,10 km/h,16 km/h
9/5/2016,12:00,Partly cloudy,34 °c,"0.0
mm",53%,1005 mb,9 km/h,17 km/h
9/5/2016,15:00,Partly cloudy,34 °c,"0.0
mm",42%,1004 mb,6 km/h,13 km/h
9/5/2016,18:00,Partly cloudy,28 °c,"0.0
mm",42%,1005 mb,7 km/h,15 km/h
9/5/2016,21:00,Partly cloudy,27 °c,"0.0
mm",50%,1007 mb,6 km/h,13 km/h
9/6/2016,0:00,Cloudy,26 °c,"0.0
mm",79%,1007 mb,1 km/h,1 km/h
9/6/2016,3:00,Cloudy,26 °c,"0.0
mm",75%,1006 mb,5 km/h,9 km/h
9/6/2016,6:00,Moderate or heavy rain shower,28 °c,"2.3
mm",84%,1007 mb,7 km/h,10 km/h
9/6/2016,9:00,Patchy rain possible,28 °c,"0.3
mm",71%,1007 mb,10 km/h,16 km/h
9/6/2016,12:00,Patchy rain possible,31 °c,"0.4
mm",83%,1005 mb,6 km/h,21 km/h
9/6/2016,15:00,Heavy rain at times,30 °c,"1.1
mm",78%,1005 mb,3 km/h,15 km/h
9/6/2016,18:00,Partly cloudy,28 °c,"0.0
mm",40%,1004 mb,1 km/h,6 km/h
9/6/2016,21:00,Partly cloudy,27 °c,"0.0
mm",47%,1007 mb,4 km/h,7 km/h
9/7/2016,0:00,Patchy rain possible,27 °c,"0.4
mm",87%,1007 mb,6 km/h,11 km/h
9/7/2016,3:00,Heavy rain at times,27 °c,"1.3
mm",89%,1006 mb,6 km/h,11 km/h
9/7/2016,6:00,Moderate or heavy rain shower,26 °c,"2.8
mm",85%,1007 mb,2 km/h,3 km/h
9/7/2016,9:00,Moderate or heavy rain shower,27 °c,"4.8
mm",80%,1008 mb,3 km/h,9 km/h
9/7/2016,12:00,Heavy rain at times,28 °c,"1.4
mm",68%,1006 mb,4 km/h,11 km/h
9/7/2016,15:00,Patchy rain possible,28 °c,"0.4
mm",55%,1005 mb,5 km/h,19 km/h
9/7/2016,18:00,Patchy rain possible,27 °c,"0.1
mm",74%,1006 mb,1 km/h,6 km/h
9/7/2016,21:00,Cloudy,26 °c,"0.0
mm",61%,1007 mb,4 km/h,7 km/h
9/8/2016,0:00,Patchy rain possible,26 °c,"0.4
mm",89%,1007 mb,0 km/h,4 km/h
9/8/2016,3:00,Moderate rain at times,25 °c,"0.6
mm",81%,1007 mb,3 km/h,4 km/h
9/8/2016,6:00,Partly cloudy,26 °c,"0.0
mm",39%,1007 mb,2 km/h,3 km/h
9/8/2016,9:00,Patchy rain possible,28 °c,"0.1
mm",68%,1008 mb,2 km/h,9 km/h
9/8/2016,12:00,Patchy rain possible,30 °c,"0.2
mm",56%,1006 mb,1 km/h,14 km/h
9/8/2016,15:00,Patchy rain possible,31 °c,"0.3
mm",78%,1005 mb,6 km/h,13 km/h
9/8/2016,18:00,Heavy rain at times,28 °c,"1.0
mm",79%,1006 mb,10 km/h,15 km/h
9/8/2016,21:00,Clear,27 °c,"0.0
mm",20%,1008 mb,8 km/h,14 km/h
9/9/2016,0:00,Moderate rain at times,26 °c,"0.6
mm",84%,1008 mb,8 km/h,14 km/h
9/9/2016,3:00,Cloudy,25 °c,"0.0
mm",79%,1007 mb,6 km/h,11 km/h
9/9/2016,6:00,Patchy rain possible,27 °c,"0.1
mm",78%,1007 mb,4 km/h,5 km/h
9/9/2016,9:00,Patchy rain possible,29 °c,"0.4
mm",88%,1007 mb,4 km/h,4 km/h
9/9/2016,12:00,Patchy rain possible,31 °c,"0.1
mm",82%,1005 mb,9 km/h,10 km/h
9/9/2016,15:00,Partly cloudy,31 °c,"0.0
mm",47%,1004 mb,13 km/h,17 km/h
9/9/2016,18:00,Cloudy,28 °c,"0.0
mm",62%,1005 mb,8 km/h,16 km/h
9/9/2016,21:00,Partly cloudy,27 °c,"0.0
mm",51%,1006 mb,8 km/h,15 km/h
9/10/2016,0:00,Moderate or heavy rain shower,26 °c,"2.0
mm",55%,1005 mb,6 km/h,11 km/h
9/10/2016,3:00,Patchy rain possible,26 °c,"0.1
mm",76%,1005 mb,3 km/h,10 km/h
9/10/2016,6:00,Patchy rain possible,28 °c,"0.2
mm",71%,1005 mb,4 km/h,14 km/h
9/10/2016,9:00,Partly cloudy,27 °c,"0.0
mm",53%,1006 mb,10 km/h,17 km/h
9/10/2016,12:00,Overcast,28 °c,"0.0
mm",100%,1006 mb,15 km/h,30 km/h
9/10/2016,15:00,Patchy rain possible,27 °c,"0.1
mm",90%,1006 mb,15 km/h,27 km/h
9/10/2016,18:00,Partly cloudy,26 °c,"0.0
mm",54%,1007 mb,10 km/h,21 km/h
9/10/2016,21:00,Partly cloudy,25 °c,"0.0
mm",46%,1009 mb,11 km/h,18 km/h
9/11/2016,0:00,Partly cloudy,25 °c,"0.0
mm",55%,1009 mb,11 km/h,19 km/h
9/11/2016,3:00,Patchy rain possible,23 °c,"0.3
mm",60%,1009 mb,12 km/h,19 km/h
9/11/2016,6:00,Patchy rain possible,23 °c,"0.2
mm",55%,1010 mb,8 km/h,13 km/h
9/11/2016,9:00,Moderate rain at times,26 °c,"0.5
mm",80%,1010 mb,12 km/h,16 km/h
9/11/2016,12:00,Moderate rain at times,28 °c,"0.5
mm",84%,1009 mb,12 km/h,14 km/h
9/11/2016,15:00,Moderate rain at times,26 °c,"0.7
mm",67%,1008 mb,9 km/h,17 km/h
9/11/2016,18:00,Moderate rain at times,24 °c,"0.5
mm",70%,1009 mb,6 km/h,11 km/h
9/11/2016,21:00,Partly cloudy,23 °c,"0.0
mm",43%,1010 mb,7 km/h,13 km/h
9/12/2016,0:00,Cloudy,23 °c,"0.0
mm",62%,1010 mb,9 km/h,16 km/h
9/12/2016,3:00,Moderate rain at times,23 °c,"0.5
mm",81%,1010 mb,9 km/h,17 km/h
9/12/2016,6:00,Heavy rain at times,24 °c,"1.0
mm",91%,1011 mb,8 km/h,14 km/h
9/12/2016,9:00,Heavy rain at times,26 °c,"1.2
mm",79%,1012 mb,10 km/h,13 km/h
9/12/2016,12:00,Patchy rain possible,29 °c,"0.2
mm",97%,1010 mb,10 km/h,17 km/h
9/12/2016,15:00,Cloudy,30 °c,"0.0
mm",78%,1009 mb,8 km/h,16 km/h
9/12/2016,18:00,Partly cloudy,26 °c,"0.0
mm",40%,1010 mb,8 km/h,17 km/h
9/12/2016,21:00,Patchy rain possible,25 °c,"0.2
mm",85%,1012 mb,8 km/h,16 km/h
9/13/2016,0:00,Clear,25 °c,"0.0
mm",22%,1012 mb,8 km/h,16 km/h
9/13/2016,3:00,Clear,24 °c,"0.0
mm",18%,1011 mb,8 km/h,15 km/h
9/13/2016,6:00,Partly cloudy,25 °c,"0.0
mm",34%,1012 mb,9 km/h,13 km/h
9/13/2016,9:00,Partly cloudy,29 °c,"0.0
mm",31%,1012 mb,11 km/h,19 km/h
9/13/2016,12:00,Patchy rain possible,30 °c,"0.1
mm",100%,1011 mb,9 km/h,28 km/h
9/13/2016,15:00,Partly cloudy,31 °c,"0.0
mm",47%,1009 mb,8 km/h,16 km/h
9/13/2016,18:00,Partly cloudy,28 °c,"0.0
mm",45%,1009 mb,3 km/h,7 km/h
9/13/2016,21:00,Partly cloudy,26 °c,"0.0
mm",25%,1011 mb,3 km/h,6 km/h
9/14/2016,0:00,Patchy rain possible,25 °c,"0.3
mm",59%,1011 mb,6 km/h,17 km/h
9/14/2016,3:00,Moderate rain at times,24 °c,"0.5
mm",84%,1010 mb,7 km/h,13 km/h
9/14/2016,6:00,Patchy rain possible,25 °c,"0.1
mm",78%,1010 mb,7 km/h,21 km/h
9/14/2016,9:00,Partly cloudy,29 °c,"0.0
mm",47%,1010 mb,10 km/h,19 km/h
9/14/2016,12:00,Cloudy,31 °c,"0.0
mm",67%,1008 mb,4 km/h,25 km/h
9/14/2016,15:00,Partly cloudy,32 °c,"0.0
mm",49%,1006 mb,4 km/h,21 km/h
9/14/2016,18:00,Partly cloudy,27 °c,"0.0
mm",34%,1007 mb,6 km/h,12 km/h
9/14/2016,21:00,Partly cloudy,26 °c,"0.0
mm",27%,1008 mb,5 km/h,11 km/h
9/15/2016,0:00,Partly cloudy,26 °c,"0.0
mm",36%,1008 mb,5 km/h,9 km/h
9/15/2016,3:00,Clear,25 °c,"0.0
mm",24%,1008 mb,4 km/h,7 km/h
9/15/2016,6:00,Patchy rain possible,26 °c,"0.3
mm",73%,1008 mb,4 km/h,6 km/h
9/15/2016,9:00,Sunny,30 °c,"0.0
mm",23%,1008 mb,8 km/h,14 km/h
9/15/2016,12:00,Patchy rain possible,33 °c,"0.1
mm",68%,1006 mb,8 km/h,16 km/h
9/15/2016,15:00,Partly cloudy,34 °c,"0.0
mm",39%,1005 mb,7 km/h,15 km/h
9/15/2016,18:00,Cloudy,28 °c,"0.0
mm",76%,1006 mb,3 km/h,6 km/h
9/15/2016,21:00,Partly cloudy,27 °c,"0.0
mm",46%,1008 mb,2 km/h,5 km/h
9/16/2016,0:00,Partly cloudy,27 °c,"0.0
mm",25%,1008 mb,4 km/h,9 km/h
9/16/2016,3:00,Clear,26 °c,"0.0
mm",17%,1008 mb,7 km/h,14 km/h
9/16/2016,6:00,Sunny,28 °c,"0.0
mm",19%,1009 mb,8 km/h,11 km/h
9/16/2016,9:00,Sunny,32 °c,"0.0
mm",21%,1009 mb,14 km/h,16 km/h
9/16/2016,12:00,Partly cloudy,34 °c,"0.0
mm",35%,1006 mb,13 km/h,19 km/h
9/16/2016,15:00,Sunny,34 °c,"0.0
mm",22%,1005 mb,10 km/h,12 km/h
9/16/2016,18:00,Clear,29 °c,"0.0
mm",14%,1005 mb,2 km/h,4 km/h
9/16/2016,21:00,Clear,27 °c,"0.0
mm",14%,1008 mb,5 km/h,11 km/h
9/17/2016,0:00,Clear,27 °c,"0.0
mm",14%,1008 mb,1 km/h,2 km/h
9/17/2016,3:00,Clear,26 °c,"0.0
mm",14%,1007 mb,5 km/h,9 km/h
9/17/2016,6:00,Sunny,27 °c,"0.0
mm",18%,1008 mb,5 km/h,6 km/h
9/17/2016,9:00,Partly cloudy,31 °c,"0.0
mm",28%,1009 mb,10 km/h,12 km/h
9/17/2016,12:00,Partly cloudy,34 °c,"0.0
mm",44%,1007 mb,9 km/h,16 km/h
9/17/2016,15:00,Partly cloudy,33 °c,"0.0
mm",36%,1006 mb,8 km/h,14 km/h
9/17/2016,18:00,Partly cloudy,28 °c,"0.0
mm",29%,1006 mb,5 km/h,11 km/h
9/17/2016,21:00,Patchy rain possible,26 °c,"0.4
mm",83%,1009 mb,7 km/h,14 km/h
9/18/2016,0:00,Partly cloudy,25 °c,"0.0
mm",31%,1009 mb,5 km/h,9 km/h
9/18/2016,3:00,Moderate rain at times,25 °c,"0.9
mm",75%,1009 mb,4 km/h,11 km/h
9/18/2016,6:00,Sunny,27 °c,"0.0
mm",20%,1010 mb,6 km/h,8 km/h
9/18/2016,9:00,Sunny,30 °c,"0.0
mm",15%,1010 mb,10 km/h,16 km/h
9/18/2016,12:00,Partly cloudy,32 °c,"0.0
mm",29%,1008 mb,11 km/h,17 km/h
9/18/2016,15:00,Sunny,33 °c,"0.0
mm",18%,1006 mb,8 km/h,9 km/h
9/18/2016,18:00,Partly cloudy,29 °c,"0.0
mm",29%,1007 mb,3 km/h,5 km/h
9/18/2016,21:00,Partly cloudy,26 °c,"0.0
mm",26%,1009 mb,3 km/h,7 km/h
9/19/2016,0:00,Clear,26 °c,"0.0
mm",23%,1010 mb,4 km/h,7 km/h
9/19/2016,3:00,Clear,25 °c,"0.0
mm",17%,1009 mb,1 km/h,1 km/h
9/19/2016,6:00,Patchy rain possible,27 °c,"0.2
mm",78%,1010 mb,6 km/h,7 km/h
9/19/2016,9:00,Sunny,30 °c,"0.0
mm",19%,1010 mb,9 km/h,15 km/h
9/19/2016,12:00,Partly cloudy,33 °c,"0.0
mm",47%,1008 mb,11 km/h,18 km/h
9/19/2016,15:00,Sunny,33 °c,"0.0
mm",16%,1007 mb,10 km/h,18 km/h
9/19/2016,18:00,Clear,27 °c,"0.0
mm",14%,1009 mb,2 km/h,9 km/h
9/19/2016,21:00,Clear,26 °c,"0.0
mm",13%,1011 mb,3 km/h,7 km/h
9/20/2016,0:00,Clear,25 °c,"0.0
mm",13%,1012 mb,8 km/h,17 km/h
9/20/2016,3:00,Clear,24 °c,"0.0
mm",15%,1011 mb,8 km/h,13 km/h
9/20/2016,6:00,Sunny,25 °c,"0.0
mm",25%,1012 mb,8 km/h,11 km/h
9/20/2016,9:00,Sunny,30 °c,"0.0
mm",11%,1013 mb,15 km/h,18 km/h
9/20/2016,12:00,Sunny,31 °c,"0.0
mm",25%,1012 mb,16 km/h,23 km/h
9/20/2016,15:00,Sunny,31 °c,"0.0
mm",20%,1010 mb,13 km/h,18 km/h
9/20/2016,18:00,Clear,27 °c,"0.0
mm",19%,1011 mb,3 km/h,6 km/h
9/20/2016,21:00,Partly cloudy,26 °c,"0.0
mm",29%,1014 mb,8 km/h,17 km/h
9/21/2016,0:00,Clear,25 °c,"0.0
mm",14%,1015 mb,10 km/h,19 km/h
9/21/2016,3:00,Clear,24 °c,"0.0
mm",13%,1015 mb,10 km/h,19 km/h
9/21/2016,6:00,Sunny,24 °c,"0.0
mm",13%,1016 mb,12 km/h,17 km/h
9/21/2016,9:00,Partly cloudy,29 °c,"0.0
mm",28%,1016 mb,15 km/h,23 km/h
9/21/2016,12:00,Partly cloudy,32 °c,"0.0
mm",39%,1015 mb,16 km/h,25 km/h
9/21/2016,15:00,Sunny,31 °c,"0.0
mm",17%,1014 mb,14 km/h,18 km/h
9/21/2016,18:00,Clear,27 °c,"0.0
mm",13%,1014 mb,6 km/h,12 km/h
9/21/2016,21:00,Clear,25 °c,"0.0
mm",14%,1015 mb,7 km/h,14 km/h
9/22/2016,0:00,Clear,25 °c,"0.0
mm",14%,1015 mb,8 km/h,16 km/h
9/22/2016,3:00,Clear,24 °c,"0.0
mm",25%,1014 mb,8 km/h,16 km/h
9/22/2016,6:00,Partly cloudy,24 °c,"0.0
mm",31%,1015 mb,10 km/h,16 km/h
9/22/2016,9:00,Sunny,29 °c,"0.0
mm",20%,1015 mb,13 km/h,15 km/h
9/22/2016,12:00,Partly cloudy,32 °c,"0.0
mm",48%,1012 mb,11 km/h,16 km/h
9/22/2016,15:00,Partly cloudy,31 °c,"0.0
mm",30%,1011 mb,9 km/h,11 km/h
9/22/2016,18:00,Partly cloudy,27 °c,"0.0
mm",34%,1012 mb,2 km/h,5 km/h
9/22/2016,21:00,Partly cloudy,25 °c,"0.0
mm",28%,1013 mb,3 km/h,6 km/h
9/23/2016,0:00,Partly cloudy,25 °c,"0.0
mm",36%,1012 mb,4 km/h,9 km/h
9/23/2016,3:00,Partly cloudy,24 °c,"0.0
mm",30%,1012 mb,7 km/h,10 km/h
9/23/2016,6:00,Partly cloudy,26 °c,"0.0
mm",38%,1012 mb,8 km/h,11 km/h
9/23/2016,9:00,Partly cloudy,29 °c,"0.0
mm",59%,1012 mb,10 km/h,11 km/h
9/23/2016,12:00,Cloudy,31 °c,"0.0
mm",75%,1010 mb,10 km/h,17 km/h
9/23/2016,15:00,Patchy rain possible,30 °c,"0.4
mm",74%,1008 mb,11 km/h,13 km/h
9/23/2016,18:00,Heavy rain at times,26 °c,"1.0
mm",85%,1009 mb,8 km/h,14 km/h
9/23/2016,21:00,Moderate rain at times,25 °c,"0.7
mm",60%,1011 mb,3 km/h,6 km/h
9/24/2016,0:00,Moderate rain at times,25 °c,"0.7
mm",87%,1010 mb,5 km/h,10 km/h
9/24/2016,3:00,Moderate rain at times,25 °c,"0.6
mm",100%,1009 mb,7 km/h,12 km/h
9/24/2016,6:00,Moderate rain at times,26 °c,"0.7
mm",100%,1010 mb,6 km/h,9 km/h
9/24/2016,9:00,Patchy rain possible,26 °c,"0.4
mm",64%,1011 mb,5 km/h,6 km/h
9/24/2016,12:00,Patchy rain possible,29 °c,"0.2
mm",95%,1009 mb,4 km/h,10 km/h
9/24/2016,15:00,Patchy rain possible,28 °c,"0.4
mm",100%,1008 mb,10 km/h,14 km/h
9/24/2016,18:00,Moderate rain at times,25 °c,"0.9
mm",100%,1008 mb,6 km/h,10 km/h
9/24/2016,21:00,Moderate rain at times,25 °c,"0.5
mm",100%,1010 mb,4 km/h,7 km/h
9/25/2016,0:00,Partly cloudy,24 °c,"0.0
mm",47%,1009 mb,0 km/h,1 km/h
9/25/2016,3:00,Partly cloudy,24 °c,"0.0
mm",37%,1009 mb,4 km/h,6 km/h
9/25/2016,6:00,Partly cloudy,25 °c,"0.0
mm",34%,1010 mb,4 km/h,5 km/h
9/25/2016,9:00,Partly cloudy,28 °c,"0.0
mm",44%,1011 mb,3 km/h,15 km/h
9/25/2016,12:00,Patchy rain possible,31 °c,"0.3
mm",60%,1008 mb,5 km/h,12 km/h
9/25/2016,15:00,Partly cloudy,31 °c,"0.0
mm",42%,1007 mb,10 km/h,12 km/h
9/25/2016,18:00,Clear,27 °c,"0.0
mm",19%,1008 mb,8 km/h,14 km/h
9/25/2016,21:00,Clear,26 °c,"0.0
mm",18%,1010 mb,8 km/h,15 km/h
9/26/2016,0:00,Partly cloudy,25 °c,"0.0
mm",35%,1010 mb,6 km/h,10 km/h
9/26/2016,3:00,Clear,25 °c,"0.0
mm",12%,1009 mb,2 km/h,4 km/h
9/26/2016,6:00,Sunny,26 °c,"0.0
mm",14%,1011 mb,4 km/h,4 km/h
9/26/2016,9:00,Sunny,30 °c,"0.0
mm",15%,1010 mb,3 km/h,8 km/h
9/26/2016,12:00,Partly cloudy,33 °c,"0.0
mm",60%,1007 mb,5 km/h,13 km/h
9/26/2016,15:00,Partly cloudy,34 °c,"0.0
mm",35%,1006 mb,10 km/h,12 km/h
9/26/2016,18:00,Clear,28 °c,"0.0
mm",4%,1007 mb,12 km/h,16 km/h
9/26/2016,21:00,Clear,27 °c,"0.0
mm",9%,1009 mb,9 km/h,15 km/h
